Size,Ntrial,AvgTestAcc,AvgTrainAcc,AvgConfMatrix,Config
3,5,0.7272492456529651,0.7462067405287744,21.999999999999996,rbf_1e-09_1000_3
3,5,0.6666808534786063,1.0,22.0,rbf_1e-05_1000_3
3,5,0.6362462282648257,1.0,22.0,rbf_0.1_1000_3
3,5,0.6362462282648257,1.0,22.0,rbf_1_1000_3
3,5,0.6362462282648257,1.0,22.0,rbf_10_1000_3
3,5,0.6362462282648257,1.0,22.0,rbf_100_1000_3
3,6,0.704866370015537,0.7234788563602123,21.999999999999996,linear_scale_0.1_3
3,6,0.7047367319064336,0.7291499743194658,21.999999999999996,linear_scale_1_3
3,6,0.6970738966573914,0.7197016777948981,22.0,linear_scale_10_3
3,6,0.7009053142819125,0.7215849169662729,22.0,linear_scale_100_3
3,6,0.71209773050145,0.72156314965637,22.0,linear_scale_1000_3
3,6,0.5303054763050888,0.5303037028884486,22.0,poly_scale_0.1_1
3,6,0.5303054763050888,0.5321976422823881,22.0,poly_scale_0.1_2
3,6,0.5303054763050888,0.5340808814537629,22.0,poly_scale_0.1_3
3,6,0.5340507946571488,0.5340808814537629,22.0,poly_scale_0.1_4
3,6,0.5264750370813912,0.5359748208477022,22.0,poly_scale_0.1_5
3,6,0.5530792230714742,0.5700883532663193,21.999999999999996,poly_scale_0.1_6
3,6,0.5303054763050888,0.5321976422823881,22.0,poly_scale_1_1
3,6,0.5946637040689733,0.6156730134272507,22.0,poly_scale_1_2
3,6,0.6136030980083673,0.653433731993054,21.999999999999996,poly_scale_1_3
3,6,0.6477375459359187,0.6534444322156187,22.0,poly_scale_1_4
3,6,0.6439061283113976,0.6553494386968963,22.0,poly_scale_1_5
3,6,0.6439061283113976,0.6647869127106415,22.000000000000004,poly_scale_1_6
3,6,0.6743852707626439,0.6970168390931103,22.0,poly_scale_10_1
3,6,0.7047357535056101,0.7139872697923545,21.999999999999996,poly_scale_10_2
3,6,0.700946896316908,0.7102100912270404,22.0,poly_scale_10_3
3,6,0.6894526434433448,0.7044849830019322,22.0,poly_scale_10_4
3,6,0.6895387427158058,0.7026017438305574,22.0,poly_scale_10_5
3,6,0.6743417319260016,0.7064004451292587,22.0,poly_scale_10_6
3,6,0.7197595873496687,0.723435810893438,22.0,poly_scale_100_1
3,6,0.7233762459934486,0.7253512730207645,22.0,poly_scale_100_2
3,6,0.7195873888047465,0.7253836182649742,22.0,poly_scale_100_3
3,6,0.7158420704526866,0.7367043314500942,22.0,poly_scale_100_4
3,6,0.7045625765598644,0.7329270305965221,22.0,poly_scale_100_5
3,6,0.6894091046067025,0.7215845501014992,22.0,poly_scale_100_6
3,6,0.7233327071568063,0.7329272751730379,22.0,poly_scale_1000_1
3,6,0.7309955424058485,0.7310437914251474,22.0,poly_scale_1000_2
3,6,0.7196734880772075,0.7367043314500942,22.0,poly_scale_1000_3
3,6,0.7158846308885054,0.7310654364467923,21.999999999999996,poly_scale_1000_4
3,6,0.7006460380637056,0.7291712524763372,22.0,poly_scale_1000_5
3,6,0.6857508639279271,0.7254048964218456,22.0,poly_scale_1000_6
3,6,0.5303054763050888,0.5303037028884486,22.0,rbf_1e-09_0.1_3
3,6,0.5303054763050888,0.5303037028884486,22.0,rbf_1e-05_0.1_3
3,6,0.5303054763050888,0.5303037028884486,22.0,rbf_0.1_0.1_3
3,6,0.5303054763050888,0.5303037028884486,22.0,rbf_1_0.1_3
3,6,0.5303054763050888,0.5303037028884486,22.0,rbf_10_0.1_3
3,6,0.5303054763050888,0.5303037028884486,22.0,rbf_100_0.1_3
3,6,0.5490746285012074,0.5492327634700516,22.0,rbf_1e-09_1_3
3,6,0.6665521937703263,0.9943395822633111,22.0,rbf_1e-05_1_3
3,6,0.6362462282648257,1.0,22.0,rbf_0.1_1_3
3,6,0.6362462282648257,1.0,22.0,rbf_1_1_3
3,6,0.6362462282648257,1.0,22.0,rbf_10_1_3
3,6,0.6362462282648257,1.0,22.0,rbf_100_1_3
3,6,0.7009033574802657,0.7177967936018783,22.0,rbf_1e-09_10_3
3,6,0.6666808534786063,1.0,22.0,rbf_1e-05_10_3
3,6,0.6362462282648257,1.0,22.0,rbf_0.1_10_3
3,6,0.6362462282648257,1.0,22.0,rbf_1_10_3
3,6,0.6362462282648257,1.0,22.0,rbf_10_10_3
3,6,0.6362462282648257,1.0,22.0,rbf_100_10_3
3,6,0.7271205859446851,0.738630860664759,22.0,rbf_1e-09_100_3
3,6,0.6666808534786063,1.0,22.0,rbf_1e-05_100_3
3,6,0.6362462282648257,1.0,22.0,rbf_0.1_100_3
3,6,0.6362462282648257,1.0,22.0,rbf_1_100_3
3,6,0.6362462282648257,1.0,22.0,rbf_10_100_3
3,6,0.6362462282648257,1.0,22.0,rbf_100_100_3
3,6,0.7272492456529651,0.7462067405287744,21.999999999999996,rbf_1e-09_1000_3
3,6,0.6666808534786063,1.0,22.0,rbf_1e-05_1000_3
3,6,0.6362462282648257,1.0,22.0,rbf_0.1_1000_3
3,6,0.6362462282648257,1.0,22.0,rbf_1_1000_3
3,6,0.6362462282648257,1.0,22.0,rbf_10_1000_3
3,6,0.6362462282648257,1.0,22.0,rbf_100_1000_3
3,7,0.704866370015537,0.7234788563602123,21.999999999999996,linear_scale_0.1_3
3,7,0.7047367319064336,0.7291499743194658,21.999999999999996,linear_scale_1_3
3,7,0.6970738966573914,0.7197016777948981,22.0,linear_scale_10_3
3,7,0.7009053142819125,0.7215849169662729,22.0,linear_scale_100_3
3,7,0.71209773050145,0.72156314965637,22.0,linear_scale_1000_3
3,7,0.5303054763050888,0.5303037028884486,22.0,poly_scale_0.1_1
3,7,0.5303054763050888,0.5321976422823881,22.0,poly_scale_0.1_2
3,7,0.5303054763050888,0.5340808814537629,22.0,poly_scale_0.1_3
3,7,0.5340507946571488,0.5340808814537629,22.0,poly_scale_0.1_4
3,7,0.5264750370813912,0.5359748208477022,22.0,poly_scale_0.1_5
3,7,0.5530792230714742,0.5700883532663193,21.999999999999996,poly_scale_0.1_6
3,7,0.5303054763050888,0.5321976422823881,22.0,poly_scale_1_1
3,7,0.5946637040689733,0.6156730134272507,22.0,poly_scale_1_2
3,7,0.6136030980083673,0.653433731993054,21.999999999999996,poly_scale_1_3
3,7,0.6477375459359187,0.6534444322156187,22.0,poly_scale_1_4
3,7,0.6439061283113976,0.6553494386968963,22.0,poly_scale_1_5
3,7,0.6439061283113976,0.6647869127106415,22.000000000000004,poly_scale_1_6
3,7,0.6743852707626439,0.6970168390931103,22.0,poly_scale_10_1
3,7,0.7047357535056101,0.7139872697923545,21.999999999999996,poly_scale_10_2
3,7,0.700946896316908,0.7102100912270404,22.0,poly_scale_10_3
3,7,0.6894526434433448,0.7044849830019322,22.0,poly_scale_10_4
3,7,0.6895387427158058,0.7026017438305574,22.0,poly_scale_10_5
3,7,0.6743417319260016,0.7064004451292587,22.0,poly_scale_10_6
3,7,0.7197595873496687,0.723435810893438,22.0,poly_scale_100_1
3,7,0.7233762459934486,0.7253512730207645,22.0,poly_scale_100_2
3,7,0.7195873888047465,0.7253836182649742,22.0,poly_scale_100_3
3,7,0.7158420704526866,0.7367043314500942,22.0,poly_scale_100_4
3,7,0.7045625765598644,0.7329270305965221,22.0,poly_scale_100_5
3,7,0.6894091046067025,0.7215845501014992,22.0,poly_scale_100_6
3,7,0.7233327071568063,0.7329272751730379,22.0,poly_scale_1000_1
3,7,0.7309955424058485,0.7310437914251474,22.0,poly_scale_1000_2
3,7,0.7196734880772075,0.7367043314500942,22.0,poly_scale_1000_3
3,7,0.7158846308885054,0.7310654364467923,21.999999999999996,poly_scale_1000_4
3,7,0.7006460380637056,0.7291712524763372,22.0,poly_scale_1000_5
3,7,0.6857508639279271,0.7254048964218456,22.0,poly_scale_1000_6
3,7,0.5303054763050888,0.5303037028884486,22.0,rbf_1e-09_0.1_3
3,7,0.5303054763050888,0.5303037028884486,22.0,rbf_1e-05_0.1_3
3,7,0.5303054763050888,0.5303037028884486,22.0,rbf_0.1_0.1_3
3,7,0.5303054763050888,0.5303037028884486,22.0,rbf_1_0.1_3
3,7,0.5303054763050888,0.5303037028884486,22.0,rbf_10_0.1_3
3,7,0.5303054763050888,0.5303037028884486,22.0,rbf_100_0.1_3
3,7,0.5490746285012074,0.5492327634700516,22.0,rbf_1e-09_1_3
3,7,0.6665521937703263,0.9943395822633111,22.0,rbf_1e-05_1_3
3,7,0.6362462282648257,1.0,22.0,rbf_0.1_1_3
3,7,0.6362462282648257,1.0,22.0,rbf_1_1_3
3,7,0.6362462282648257,1.0,22.0,rbf_10_1_3
3,7,0.6362462282648257,1.0,22.0,rbf_100_1_3
3,7,0.7009033574802657,0.7177967936018783,22.0,rbf_1e-09_10_3
3,7,0.6666808534786063,1.0,22.0,rbf_1e-05_10_3
3,7,0.6362462282648257,1.0,22.0,rbf_0.1_10_3
3,7,0.6362462282648257,1.0,22.0,rbf_1_10_3
3,7,0.6362462282648257,1.0,22.0,rbf_10_10_3
3,7,0.6362462282648257,1.0,22.0,rbf_100_10_3
3,7,0.7271205859446851,0.738630860664759,22.0,rbf_1e-09_100_3
3,7,0.6666808534786063,1.0,22.0,rbf_1e-05_100_3
3,7,0.6362462282648257,1.0,22.0,rbf_0.1_100_3
3,7,0.6362462282648257,1.0,22.0,rbf_1_100_3
3,7,0.6362462282648257,1.0,22.0,rbf_10_100_3
3,7,0.6362462282648257,1.0,22.0,rbf_100_100_3
3,7,0.7272492456529651,0.7462067405287744,21.999999999999996,rbf_1e-09_1000_3
3,7,0.6666808534786063,1.0,22.0,rbf_1e-05_1000_3
3,7,0.6362462282648257,1.0,22.0,rbf_0.1_1000_3
3,7,0.6362462282648257,1.0,22.0,rbf_1_1000_3
3,7,0.6362462282648257,1.0,22.0,rbf_10_1000_3
3,7,0.6362462282648257,1.0,22.0,rbf_100_1000_3
3,8,0.704866370015537,0.7234788563602123,21.999999999999996,linear_scale_0.1_3
3,8,0.7047367319064336,0.7291499743194658,21.999999999999996,linear_scale_1_3
3,8,0.6970738966573914,0.7197016777948981,22.0,linear_scale_10_3
3,8,0.7009053142819125,0.7215849169662729,22.0,linear_scale_100_3
3,8,0.71209773050145,0.72156314965637,22.0,linear_scale_1000_3
3,8,0.5303054763050888,0.5303037028884486,22.0,poly_scale_0.1_1
3,8,0.5303054763050888,0.5321976422823881,22.0,poly_scale_0.1_2
3,8,0.5303054763050888,0.5340808814537629,22.0,poly_scale_0.1_3
3,8,0.5340507946571488,0.5340808814537629,22.0,poly_scale_0.1_4
3,8,0.5264750370813912,0.5359748208477022,22.0,poly_scale_0.1_5
3,8,0.5530792230714742,0.5700883532663193,21.999999999999996,poly_scale_0.1_6
3,8,0.5303054763050888,0.5321976422823881,22.0,poly_scale_1_1
3,8,0.5946637040689733,0.6156730134272507,22.0,poly_scale_1_2
3,8,0.6136030980083673,0.653433731993054,21.999999999999996,poly_scale_1_3
3,8,0.6477375459359187,0.6534444322156187,22.0,poly_scale_1_4
3,8,0.6439061283113976,0.6553494386968963,22.0,poly_scale_1_5
3,8,0.6439061283113976,0.6647869127106415,22.000000000000004,poly_scale_1_6
3,8,0.6743852707626439,0.6970168390931103,22.0,poly_scale_10_1
3,8,0.7047357535056101,0.7139872697923545,21.999999999999996,poly_scale_10_2
3,8,0.700946896316908,0.7102100912270404,22.0,poly_scale_10_3
3,8,0.6894526434433448,0.7044849830019322,22.0,poly_scale_10_4
3,8,0.6895387427158058,0.7026017438305574,22.0,poly_scale_10_5
3,8,0.6743417319260016,0.7064004451292587,22.0,poly_scale_10_6
3,8,0.7197595873496687,0.723435810893438,22.0,poly_scale_100_1
3,8,0.7233762459934486,0.7253512730207645,22.0,poly_scale_100_2
3,8,0.7195873888047465,0.7253836182649742,22.0,poly_scale_100_3
3,8,0.7158420704526866,0.7367043314500942,22.0,poly_scale_100_4
3,8,0.7045625765598644,0.7329270305965221,22.0,poly_scale_100_5
3,8,0.6894091046067025,0.7215845501014992,22.0,poly_scale_100_6
3,8,0.7233327071568063,0.7329272751730379,22.0,poly_scale_1000_1
3,8,0.7309955424058485,0.7310437914251474,22.0,poly_scale_1000_2
3,8,0.7196734880772075,0.7367043314500942,22.0,poly_scale_1000_3
3,8,0.7158846308885054,0.7310654364467923,21.999999999999996,poly_scale_1000_4
3,8,0.7006460380637056,0.7291712524763372,22.0,poly_scale_1000_5
3,8,0.6857508639279271,0.7254048964218456,22.0,poly_scale_1000_6
3,8,0.5303054763050888,0.5303037028884486,22.0,rbf_1e-09_0.1_3
3,8,0.5303054763050888,0.5303037028884486,22.0,rbf_1e-05_0.1_3
3,8,0.5303054763050888,0.5303037028884486,22.0,rbf_0.1_0.1_3
3,8,0.5303054763050888,0.5303037028884486,22.0,rbf_1_0.1_3
3,8,0.5303054763050888,0.5303037028884486,22.0,rbf_10_0.1_3
3,8,0.5303054763050888,0.5303037028884486,22.0,rbf_100_0.1_3
3,8,0.5490746285012074,0.5492327634700516,22.0,rbf_1e-09_1_3
3,8,0.6665521937703263,0.9943395822633111,22.0,rbf_1e-05_1_3
3,8,0.6362462282648257,1.0,22.0,rbf_0.1_1_3
3,8,0.6362462282648257,1.0,22.0,rbf_1_1_3
3,8,0.6362462282648257,1.0,22.0,rbf_10_1_3
3,8,0.6362462282648257,1.0,22.0,rbf_100_1_3
3,8,0.7009033574802657,0.7177967936018783,22.0,rbf_1e-09_10_3
3,8,0.6666808534786063,1.0,22.0,rbf_1e-05_10_3
3,8,0.6362462282648257,1.0,22.0,rbf_0.1_10_3
3,8,0.6362462282648257,1.0,22.0,rbf_1_10_3
3,8,0.6362462282648257,1.0,22.0,rbf_10_10_3
3,8,0.6362462282648257,1.0,22.0,rbf_100_10_3
3,8,0.7271205859446851,0.738630860664759,22.0,rbf_1e-09_100_3
3,8,0.6666808534786063,1.0,22.0,rbf_1e-05_100_3
3,8,0.6362462282648257,1.0,22.0,rbf_0.1_100_3
3,8,0.6362462282648257,1.0,22.0,rbf_1_100_3
3,8,0.6362462282648257,1.0,22.0,rbf_10_100_3
3,8,0.6362462282648257,1.0,22.0,rbf_100_100_3
3,8,0.7272492456529651,0.7462067405287744,21.999999999999996,rbf_1e-09_1000_3
3,8,0.6666808534786063,1.0,22.0,rbf_1e-05_1000_3
3,8,0.6362462282648257,1.0,22.0,rbf_0.1_1000_3
3,8,0.6362462282648257,1.0,22.0,rbf_1_1000_3
3,8,0.6362462282648257,1.0,22.0,rbf_10_1000_3
3,8,0.6362462282648257,1.0,22.0,rbf_100_1000_3
3,9,0.704866370015537,0.7234788563602123,21.999999999999996,linear_scale_0.1_3
3,9,0.7047367319064336,0.7291499743194658,21.999999999999996,linear_scale_1_3
3,9,0.6970738966573914,0.7197016777948981,22.0,linear_scale_10_3
3,9,0.7009053142819125,0.7215849169662729,22.0,linear_scale_100_3
3,9,0.71209773050145,0.72156314965637,22.0,linear_scale_1000_3
3,9,0.5303054763050888,0.5303037028884486,22.0,poly_scale_0.1_1
3,9,0.5303054763050888,0.5321976422823881,22.0,poly_scale_0.1_2
3,9,0.5303054763050888,0.5340808814537629,22.0,poly_scale_0.1_3
3,9,0.5340507946571488,0.5340808814537629,22.0,poly_scale_0.1_4
3,9,0.5264750370813912,0.5359748208477022,22.0,poly_scale_0.1_5
3,9,0.5530792230714742,0.5700883532663193,21.999999999999996,poly_scale_0.1_6
3,9,0.5303054763050888,0.5321976422823881,22.0,poly_scale_1_1
3,9,0.5946637040689733,0.6156730134272507,22.0,poly_scale_1_2
3,9,0.6136030980083673,0.653433731993054,21.999999999999996,poly_scale_1_3
3,9,0.6477375459359187,0.6534444322156187,22.0,poly_scale_1_4
3,9,0.6439061283113976,0.6553494386968963,22.0,poly_scale_1_5
3,9,0.6439061283113976,0.6647869127106415,22.000000000000004,poly_scale_1_6
3,9,0.6743852707626439,0.6970168390931103,22.0,poly_scale_10_1
3,9,0.7047357535056101,0.7139872697923545,21.999999999999996,poly_scale_10_2
3,9,0.700946896316908,0.7102100912270404,22.0,poly_scale_10_3
3,9,0.6894526434433448,0.7044849830019322,22.0,poly_scale_10_4
3,9,0.6895387427158058,0.7026017438305574,22.0,poly_scale_10_5
3,9,0.6743417319260016,0.7064004451292587,22.0,poly_scale_10_6
3,9,0.7197595873496687,0.723435810893438,22.0,poly_scale_100_1
3,9,0.7233762459934486,0.7253512730207645,22.0,poly_scale_100_2
3,9,0.7195873888047465,0.7253836182649742,22.0,poly_scale_100_3
3,9,0.7158420704526866,0.7367043314500942,22.0,poly_scale_100_4
3,9,0.7045625765598644,0.7329270305965221,22.0,poly_scale_100_5
3,9,0.6894091046067025,0.7215845501014992,22.0,poly_scale_100_6
3,9,0.7233327071568063,0.7329272751730379,22.0,poly_scale_1000_1
3,9,0.7309955424058485,0.7310437914251474,22.0,poly_scale_1000_2
3,9,0.7196734880772075,0.7367043314500942,22.0,poly_scale_1000_3
3,9,0.7158846308885054,0.7310654364467923,21.999999999999996,poly_scale_1000_4
3,9,0.7006460380637056,0.7291712524763372,22.0,poly_scale_1000_5
3,9,0.6857508639279271,0.7254048964218456,22.0,poly_scale_1000_6
3,9,0.5303054763050888,0.5303037028884486,22.0,rbf_1e-09_0.1_3
3,9,0.5303054763050888,0.5303037028884486,22.0,rbf_1e-05_0.1_3
3,9,0.5303054763050888,0.5303037028884486,22.0,rbf_0.1_0.1_3
3,9,0.5303054763050888,0.5303037028884486,22.0,rbf_1_0.1_3
3,9,0.5303054763050888,0.5303037028884486,22.0,rbf_10_0.1_3
3,9,0.5303054763050888,0.5303037028884486,22.0,rbf_100_0.1_3
3,9,0.5490746285012074,0.5492327634700516,22.0,rbf_1e-09_1_3
3,9,0.6665521937703263,0.9943395822633111,22.0,rbf_1e-05_1_3
3,9,0.6362462282648257,1.0,22.0,rbf_0.1_1_3
3,9,0.6362462282648257,1.0,22.0,rbf_1_1_3
3,9,0.6362462282648257,1.0,22.0,rbf_10_1_3
3,9,0.6362462282648257,1.0,22.0,rbf_100_1_3
3,9,0.7009033574802657,0.7177967936018783,22.0,rbf_1e-09_10_3
3,9,0.6666808534786063,1.0,22.0,rbf_1e-05_10_3
3,9,0.6362462282648257,1.0,22.0,rbf_0.1_10_3
3,9,0.6362462282648257,1.0,22.0,rbf_1_10_3
3,9,0.6362462282648257,1.0,22.0,rbf_10_10_3
3,9,0.6362462282648257,1.0,22.0,rbf_100_10_3
3,9,0.7271205859446851,0.738630860664759,22.0,rbf_1e-09_100_3
3,9,0.6666808534786063,1.0,22.0,rbf_1e-05_100_3
3,9,0.6362462282648257,1.0,22.0,rbf_0.1_100_3
3,9,0.6362462282648257,1.0,22.0,rbf_1_100_3
3,9,0.6362462282648257,1.0,22.0,rbf_10_100_3
3,9,0.6362462282648257,1.0,22.0,rbf_100_100_3
3,9,0.7272492456529651,0.7462067405287744,21.999999999999996,rbf_1e-09_1000_3
3,9,0.6666808534786063,1.0,22.0,rbf_1e-05_1000_3
3,9,0.6362462282648257,1.0,22.0,rbf_0.1_1000_3
3,9,0.6362462282648257,1.0,22.0,rbf_1_1000_3
3,9,0.6362462282648257,1.0,22.0,rbf_10_1000_3
3,9,0.6362462282648257,1.0,22.0,rbf_100_1000_3
7,0,0.7236334078439342,0.7335776382987018,9.428571428571429,linear_scale_0.1_3
7,0,0.6972160130054867,0.7247447885629633,9.428571428571429,linear_scale_1_3
7,0,0.7084942084942085,0.7152631197892592,9.428571428571429,linear_scale_10_3
7,0,0.7159114001219264,0.7297988939445413,9.428571428571429,linear_scale_100_3
7,0,0.6970128022759602,0.7184208914160963,9.428571428571429,linear_scale_1000_3
7,0,0.5303800040642146,0.5303051398720184,9.428571428571429,poly_scale_0.1_1
7,0,0.5303800040642146,0.5315693623751789,9.428571428571429,poly_scale_0.1_2
7,0,0.5303800040642146,0.5340922381193716,9.428571428571429,poly_scale_0.1_3
7,0,0.5341394025604552,0.5340922381193716,9.428571428571429,poly_scale_0.1_4
7,0,0.5227596017069701,0.5498309728944012,9.428571428571429,poly_scale_0.1_5
7,0,0.5724446250762041,0.601627895320149,9.428571428571429,poly_scale_0.1_6
7,0,0.5303800040642146,0.5328308002472752,9.428571428571429,poly_scale_1_1
7,0,0.6102418207681366,0.6666573845631193,9.428571428571429,poly_scale_1_2
7,0,0.662466978256452,0.6546806863558647,9.428571428571427,poly_scale_1_3
7,0,0.6435683804104857,0.6471009205990298,9.428571428571427,poly_scale_1_4
7,0,0.6436699857752489,0.6489833311984495,9.428571428571429,poly_scale_1_5
7,0,0.6248729932940459,0.6470981359679656,9.428571428571429,poly_scale_1_6
7,0,0.693050193050193,0.6944340794288164,9.428571428571427,poly_scale_10_1
7,0,0.6970128022759602,0.70516604755036,9.428571428571429,poly_scale_10_2
7,0,0.7083926031294453,0.715274258313516,9.428571428571429,poly_scale_10_3
7,0,0.696911196911197,0.7152826122067087,9.428571428571429,poly_scale_10_4
7,0,0.6968095915464336,0.7121331944730642,9.428571428571429,poly_scale_10_5
7,0,0.6855313960577119,0.7064358393156491,9.428571428571429,poly_scale_10_6
7,0,0.727087990245885,0.7316868738060894,9.428571428571427,poly_scale_100_1
7,0,0.7157081893923999,0.7285291021792523,9.428571428571429,poly_scale_100_2
7,0,0.7194675878886405,0.7304282205650573,9.428571428571429,poly_scale_100_3
7,0,0.7233285917496444,0.7316896584371537,9.428571428571429,poly_scale_100_4
7,0,0.7157081893923999,0.7278997755587362,9.428571428571429,poly_scale_100_5
7,0,0.7005689900426743,0.716530126923484,9.428571428571429,poly_scale_100_6
7,0,0.7157081893923999,0.7278914216655435,9.428571428571429,poly_scale_1000_1
7,0,0.7158097947571632,0.7297877554202844,9.428571428571429,poly_scale_1000_2
7,0,0.727087990245885,0.7316896584371537,9.428571428571429,poly_scale_1000_3
7,0,0.7194675878886405,0.7335832075608303,9.428571428571429,poly_scale_1000_4
7,0,0.6967079861816704,0.7222274820808992,9.428571428571429,poly_scale_1000_5
7,0,0.6891891891891891,0.7171789459614496,9.428571428571429,poly_scale_1000_6
7,0,0.5303800040642146,0.5303051398720184,9.428571428571429,rbf_1e-09_0.1_3
7,0,0.5303800040642146,0.5303051398720184,9.428571428571429,rbf_1e-05_0.1_3
7,0,0.5303800040642146,0.5303051398720184,9.428571428571429,rbf_0.1_0.1_3
7,0,0.5303800040642146,0.5303051398720184,9.428571428571429,rbf_1_0.1_3
7,0,0.5303800040642146,0.5303051398720184,9.428571428571429,rbf_10_0.1_3
7,0,0.5303800040642146,0.5303051398720184,9.428571428571429,rbf_100_0.1_3
7,0,0.5987604145498883,0.6332083962195848,9.428571428571429,rbf_1e-09_1_3
7,0,0.6737451737451737,0.9930579147568739,9.428571428571429,rbf_1e-05_1_3
7,0,0.6586059743954481,1.0,9.428571428571429,rbf_0.1_1_3
7,0,0.6586059743954481,1.0,9.428571428571429,rbf_1_1_3
7,0,0.6586059743954481,1.0,9.428571428571429,rbf_10_1_3
7,0,0.6586059743954481,1.0,9.428571428571429,rbf_100_1_3
7,0,0.6893923999187157,0.7108439102903257,9.428571428571429,rbf_1e-09_10_3
7,0,0.6775045722414144,1.0,9.428571428571429,rbf_1e-05_10_3
7,0,0.6586059743954481,1.0,9.428571428571429,rbf_0.1_10_3
7,0,0.6586059743954481,1.0,9.428571428571429,rbf_1_10_3
7,0,0.6586059743954481,1.0,9.428571428571429,rbf_10_10_3
7,0,0.6586059743954481,1.0,9.428571428571429,rbf_100_10_3
7,0,0.7194675878886405,0.7367409791876675,9.428571428571429,rbf_1e-09_100_3
7,0,0.6775045722414144,1.0,9.428571428571429,rbf_1e-05_100_3
7,0,0.6586059743954481,1.0,9.428571428571429,rbf_0.1_100_3
7,0,0.6586059743954481,1.0,9.428571428571429,rbf_1_100_3
7,0,0.6586059743954481,1.0,9.428571428571429,rbf_10_100_3
7,0,0.6586059743954481,1.0,9.428571428571429,rbf_100_100_3
7,0,0.7231253810201179,0.741789515307117,9.428571428571429,rbf_1e-09_1000_3
7,0,0.6775045722414144,1.0,9.428571428571429,rbf_1e-05_1000_3
7,0,0.6586059743954481,1.0,9.428571428571429,rbf_0.1_1000_3
7,0,0.6586059743954481,1.0,9.428571428571429,rbf_1_1000_3
7,0,0.6586059743954481,1.0,9.428571428571429,rbf_10_1000_3
7,0,0.6586059743954481,1.0,9.428571428571429,rbf_100_1000_3
7,1,0.7236334078439342,0.7335776382987018,9.428571428571429,linear_scale_0.1_3
7,1,0.6972160130054867,0.7247447885629633,9.428571428571429,linear_scale_1_3
7,1,0.7084942084942085,0.7152631197892592,9.428571428571429,linear_scale_10_3
7,1,0.7159114001219264,0.7297988939445413,9.428571428571429,linear_scale_100_3
7,1,0.6970128022759602,0.7184208914160963,9.428571428571429,linear_scale_1000_3
7,1,0.5303800040642146,0.5303051398720184,9.428571428571429,poly_scale_0.1_1
7,1,0.5303800040642146,0.5315693623751789,9.428571428571429,poly_scale_0.1_2
7,1,0.5303800040642146,0.5340922381193716,9.428571428571429,poly_scale_0.1_3
7,1,0.5341394025604552,0.5340922381193716,9.428571428571429,poly_scale_0.1_4
7,1,0.5227596017069701,0.5498309728944012,9.428571428571429,poly_scale_0.1_5
7,1,0.5724446250762041,0.601627895320149,9.428571428571429,poly_scale_0.1_6
7,1,0.5303800040642146,0.5328308002472752,9.428571428571429,poly_scale_1_1
7,1,0.6102418207681366,0.6666573845631193,9.428571428571429,poly_scale_1_2
7,1,0.662466978256452,0.6546806863558647,9.428571428571427,poly_scale_1_3
7,1,0.6435683804104857,0.6471009205990298,9.428571428571427,poly_scale_1_4
7,1,0.6436699857752489,0.6489833311984495,9.428571428571429,poly_scale_1_5
7,1,0.6248729932940459,0.6470981359679656,9.428571428571429,poly_scale_1_6
7,1,0.693050193050193,0.6944340794288164,9.428571428571427,poly_scale_10_1
7,1,0.6970128022759602,0.70516604755036,9.428571428571429,poly_scale_10_2
7,1,0.7083926031294453,0.715274258313516,9.428571428571429,poly_scale_10_3
7,1,0.696911196911197,0.7152826122067087,9.428571428571429,poly_scale_10_4
7,1,0.6968095915464336,0.7121331944730642,9.428571428571429,poly_scale_10_5
7,1,0.6855313960577119,0.7064358393156491,9.428571428571429,poly_scale_10_6
7,1,0.727087990245885,0.7316868738060894,9.428571428571427,poly_scale_100_1
7,1,0.7157081893923999,0.7285291021792523,9.428571428571429,poly_scale_100_2
7,1,0.7194675878886405,0.7304282205650573,9.428571428571429,poly_scale_100_3
7,1,0.7233285917496444,0.7316896584371537,9.428571428571429,poly_scale_100_4
7,1,0.7157081893923999,0.7278997755587362,9.428571428571429,poly_scale_100_5
7,1,0.7005689900426743,0.716530126923484,9.428571428571429,poly_scale_100_6
7,1,0.7157081893923999,0.7278914216655435,9.428571428571429,poly_scale_1000_1
7,1,0.7158097947571632,0.7297877554202844,9.428571428571429,poly_scale_1000_2
7,1,0.727087990245885,0.7316896584371537,9.428571428571429,poly_scale_1000_3
7,1,0.7194675878886405,0.7335832075608303,9.428571428571429,poly_scale_1000_4
7,1,0.6967079861816704,0.7222274820808992,9.428571428571429,poly_scale_1000_5
7,1,0.6891891891891891,0.7171789459614496,9.428571428571429,poly_scale_1000_6
7,1,0.5303800040642146,0.5303051398720184,9.428571428571429,rbf_1e-09_0.1_3
7,1,0.5303800040642146,0.5303051398720184,9.428571428571429,rbf_1e-05_0.1_3
7,1,0.5303800040642146,0.5303051398720184,9.428571428571429,rbf_0.1_0.1_3
7,1,0.5303800040642146,0.5303051398720184,9.428571428571429,rbf_1_0.1_3
7,1,0.5303800040642146,0.5303051398720184,9.428571428571429,rbf_10_0.1_3
7,1,0.5303800040642146,0.5303051398720184,9.428571428571429,rbf_100_0.1_3
7,1,0.5987604145498883,0.6332083962195848,9.428571428571429,rbf_1e-09_1_3
7,1,0.6737451737451737,0.9930579147568739,9.428571428571429,rbf_1e-05_1_3
